customer_id,customer_fname,customer_lname,customer_email,customer_pwd,customer_street,customer_city,customer_state,zip_code,number_of_orders,voice_mail_active
10136,Cynthia,Becker,XXXXXXXXX,XXXXXXXXX,1082 High Via,Caguas,PR,725,21,yes
10137,Mary,Smith,XXXXXXXXX,XXXXXXXXX,4849 Foggy Zephyr Cape,Los Angeles,CA,90024,0,no
10138,Louis,Kennedy,XXXXXXXXX,XXXXXXXXX,8981 Harvest Hills Path,Brighton,MA,2135,36,yes
10139,Mary,Gould,XXXXXXXXX,XXXXXXXXX,6398 Indian Brook Valley,Caguas,PR,725,23,yes
10140,Sharon,Smith,XXXXXXXXX,XXXXXXXXX,588 Rocky Quail Round,Sylmar,CA,91342,0,no
10141,Mary,Jackson,XXXXXXXXX,XXXXXXXXX,153 Velvet Diversion,Medford,MA,2155,39,yes
10142,Teresa,Smith,XXXXXXXXX,XXXXXXXXX,3504 Dusty View Loop,Cerritos,CA,90703,28,yes
10143,Mary,Mills,XXXXXXXXX,XXXXXXXXX,7512 Jagged Hills Trail,Freeport,NY,11520,0,no
10144,Doris,Smith,XXXXXXXXX,XXXXXXXXX,2210 Cotton Spring Plaza,Caguas,PR,725,0,no
10145,Mary,Lester,XXXXXXXXX,XXXXXXXXX,5630 Tawny Circuit,Chicago,IL,60644,0,no
10146,Andrew,Smith,XXXXXXXXX,XXXXXXXXX,7116 Cotton Log Cape,Anaheim,CA,92802,0,no
10147,Mary,Kelley,XXXXXXXXX,XXXXXXXXX,7868 Shady Log Island,Caguas,PR,725,0,no
10148,Robert,Huff,XXXXXXXXX,XXXXXXXXX,382 Rocky Pond By-pass,New Brunswick,NJ,8901,0,no
10149,Linda,Smith,XXXXXXXXX,XXXXXXXXX,1173 Iron Terrace,Newark,DE,19702,43,yes
10150,Mary,Vasquez,XXXXXXXXX,XXXXXXXXX,3948 Tawny Crest,Caguas,PR,725,0,no
10151,Doris,Smith,XXXXXXXXX,XXXXXXXXX,3104 Thunder Grounds,Oxnard,CA,93033,0,no
10152,Walter,Hughes,XXXXXXXXX,XXXXXXXXX,5238 Amber Villas,Houston,TX,77080,0,no
10153,Mary,Smith,XXXXXXXXX,XXXXXXXXX,610 Clear Apple Highway,Caguas,PR,725,0,no
10154,Madison,Diaz,XXXXXXXXX,XXXXXXXXX,9706 Honey Alley,Chicago,IL,60617,0,no
10155,Mary,French,XXXXXXXXX,XXXXXXXXX,4135 Broad Blossom Crossing,Pawtucket,RI,2860,0,no
10156,Christine,Smith,XXXXXXXXX,XXXXXXXXX,1159 Silver Robin Falls,Caguas,PR,725,0,no
10157,Mary,Todd,XXXXXXXXX,XXXXXXXXX,403 Cozy Spring Farms,Detroit,MI,48205,23,yes
10158,Robert,Mathews,XXXXXXXXX,XXXXXXXXX,2934 Merry Impasse,Albuquerque,NM,87105,0,no
10159,Rebecca,Smith,XXXXXXXXX,XXXXXXXXX,372 Sunny Arbor,Hollywood,FL,33025,24,yes
10160,Denise,Potter,XXXXXXXXX,XXXXXXXXX,4831 Shady Pony Parade,Apopka,FL,32703,0,no
10161,Mary,Smith,XXXXXXXXX,XXXXXXXXX,2415 Grand Spring Place,Caguas,PR,725,0,no
10162,Joseph,Livingston,XXXXXXXXX,XXXXXXXXX,4569 Jagged Mall,Compton,CA,90221,36,yes
10163,Theresa,Smith,XXXXXXXXX,XXXXXXXXX,2125 Gentle Cove,Caguas,PR,725,0,no
10164,Mary,Parsons,XXXXXXXXX,XXXXXXXXX,2 Foggy Corners,Far Rockaway,NY,11691,0,no
10165,Joan,Buckley,XXXXXXXXX,XXXXXXXXX,3245 Cotton Bear Villas,Bakersfield,CA,93308,33,yes
10166,Aaron,Smith,XXXXXXXXX,XXXXXXXXX,8570 Hazy Forest End,Caguas,PR,725,31,yes
10167,Kathy,Little,XXXXXXXXX,XXXXXXXXX,7381 Cozy Horse Path,New Braunfels,TX,78130,0,no
10168,Mary,Mcconnell,XXXXXXXXX,XXXXXXXXX,6115 Sunny Elk Grove,Caguas,PR,725,38,yes
10169,Brittany,Smith,XXXXXXXXX,XXXXXXXXX,2578 High Lagoon Crescent,Daly City,CA,94015,0,no
10170,Mary,Tyler,XXXXXXXXX,XXXXXXXXX,1771 Broad Court,Tulare,CA,93274,0,no
10171,Kevin,Smith,XXXXXXXXX,XXXXXXXXX,9174 Heather Grove Port,Caguas,PR,725,27,yes
10172,Mary,Pugh,XXXXXXXXX,XXXXXXXXX,1828 Iron Goose Mount,San Jose,CA,95127,0,no
10173,Kathleen,Smith,XXXXXXXXX,XXXXXXXXX,1043 Golden Timber Impasse,Philadelphia,PA,19111,0,no
10174,Mary,Wright,XXXXXXXXX,XXXXXXXXX,2319 Fallen Impasse,Caguas,PR,725,0,no
10175,Michael,Gibson,XXXXXXXXX,XXXXXXXXX,2205 Velvet Plaza,Brooklyn,NY,11226,0,no
10176,Katherine,Smith,XXXXXXXXX,XXXXXXXXX,5344 Wishing Acres,Oregon City,OR,97045,0,no
10177,Mary,Levine,XXXXXXXXX,XXXXXXXXX,6396 Honey Prairie Bay,Caguas,PR,725,0,no
10178,Amy,Smith,XXXXXXXXX,XXXXXXXXX,1426 Silent Route,Fayetteville,NC,28314,0,no
10179,Samantha,Cruz,XXXXXXXXX,XXXXXXXXX,1416 Little Robin Manor,Jersey City,NJ,7307,0,no
10180,Andrea,Ferguson,XXXXXXXXX,XXXXXXXXX,8478 Clear Anchor Round,Middletown,CT,6457,23,yes
10181,Mary,Smith,XXXXXXXXX,XXXXXXXXX,3495 Round Mount,Caguas,PR,725,0,no
10182,Andrew,Bennett,XXXXXXXXX,XXXXXXXXX,2210 Merry Leaf Row,San Diego,CA,92117,36,yes
10183,Mary,Smith,XXXXXXXXX,XXXXXXXXX,4089 Tawny Prairie Thicket,Caguas,PR,725,0,no
10184,John,Walter,XXXXXXXXX,XXXXXXXXX,9069 Middle Cloud Woods,Holland,MI,49423,0,no
10185,Austin,Buck,XXXXXXXXX,XXXXXXXXX,2104 Fallen Limits,Caguas,PR,725,0,no
10186,Mary,Smith,XXXXXXXXX,XXXXXXXXX,3099 Silver Horse Autoroute,Gaithersburg,MD,20878,0,no
10187,Victoria,Lane,XXXXXXXXX,XXXXXXXXX,2787 Quaking Common,Caguas,PR,725,0,no
10188,Mary,Roach,XXXXXXXXX,XXXXXXXXX,8702 Umber Mountain Gate,Palo Alto,CA,94303,0,no
10189,Harry,Chung,XXXXXXXXX,XXXXXXXXX,6303 Lazy Campus,Mililani,HI,96789,0,no
10190,Mary,Smith,XXXXXXXXX,XXXXXXXXX,4036 Quiet Lagoon Corner,Aurora,CO,80012,0,no
10191,Victoria,Gross,XXXXXXXXX,XXXXXXXXX,6567 Red Robin Street,Caguas,PR,725,0,no
10192,Kathryn,Smith,XXXXXXXXX,XXXXXXXXX,7894 Old Circle,Chicago,IL,60614,0,no
10193,Mary,Hernandez,XXXXXXXXX,XXXXXXXXX,9524 Rocky Loop,San Diego,CA,92117,0,no
10194,Bobby,Walker,XXXXXXXXX,XXXXXXXXX,4174 Pleasant Mountain Acres,Rome,NY,13440,23,yes
10195,Mary,Tran,XXXXXXXXX,XXXXXXXXX,3983 Wishing Path,Tempe,AZ,85283,23,yes
10196,Stephen,Smith,XXXXXXXXX,XXXXXXXXX,2186 Sleepy Autumn Carrefour,Caguas,PR,725,0,no
10197,Judith,Camacho,XXXXXXXXX,XXXXXXXXX,2361 Sleepy Circle,Lancaster,PA,17603,0,no
10198,Mary,Smith,XXXXXXXXX,XXXXXXXXX,6340 Crystal Mountain,Hamilton,OH,45011,26,yes
10199,Susan,Rhodes,XXXXXXXXX,XXXXXXXXX,398 Harvest Mews,Miami,FL,33162,0,no
10200,Nicole,Smith,XXXXXXXXX,XXXXXXXXX,9009 Merry Nectar Heights,Caguas,PR,725,24,yes
10201,Debra,Campbell,XXXXXXXXX,XXXXXXXXX,523 Wishing Mountain Extension,New Orleans,LA,70119,0,no
10202,Mary,Wagner,XXXXXXXXX,XXXXXXXXX,6590 Emerald Mountain Subdivision,Caguas,PR,725,0,no
10203,Anna,Smith,XXXXXXXXX,XXXXXXXXX,5010 Emerald Hollow,El Paso,TX,79936,0,no
10204,Sean,Matthews,XXXXXXXXX,XXXXXXXXX,2231 Foggy Pine Mall,Modesto,CA,95355,0,no
10205,Mary,Smith,XXXXXXXXX,XXXXXXXXX,7041 Rustic Pathway,Muskegon,MI,49442,36,yes
10206,Christopher,Bentley,XXXXXXXXX,XXXXXXXXX,9634 Bright Robin Circle,Caguas,PR,725,0,no
10207,Janet,Smith,XXXXXXXXX,XXXXXXXXX,3495 Fallen Gardens,Nashville,TN,37211,0,no
10208,Roger,Reeves,XXXXXXXXX,XXXXXXXXX,1492 Emerald Terrace,Caguas,PR,725,0,no
10209,Mary,Smith,XXXXXXXXX,XXXXXXXXX,1356 Bright Lagoon Trail,Brooklyn,NY,11223,0,no
10210,Patricia,Wilkins,XXXXXXXXX,XXXXXXXXX,6548 Emerald Diversion,Modesto,CA,95350,0,no
10211,Jeffrey,Smith,XXXXXXXXX,XXXXXXXXX,3865 Wishing Hill,Caguas,PR,725,0,no
10212,Mary,Wright,XXXXXXXXX,XXXXXXXXX,5335 Foggy Jetty,Irving,TX,75060,24,yes
10213,Justin,Huff,XXXXXXXXX,XXXXXXXXX,6121 Silent Street,Guayama,PR,784,31,yes
10214,Raymond,Smith,XXXXXXXXX,XXXXXXXXX,5559 Colonial Prairie Manor,Caguas,PR,725,0,no
10215,Lauren,Brown,XXXXXXXXX,XXXXXXXXX,7814 Colonial Autumn Line,San Juan,PR,926,0,no
10216,Mary,Schneider,XXXXXXXXX,XXXXXXXXX,2997 Silver Pointe,Hagerstown,MD,21740,0,no
10217,Rose,Smith,XXXXXXXXX,XXXXXXXXX,9468 Quaking Green,Caguas,PR,725,0,no
10218,Mary,Romero,XXXXXXXXX,XXXXXXXXX,9493 Silver Elk Manor,Vallejo,CA,94591,0,no
10219,Nicholas,Smith,XXXXXXXXX,XXXXXXXXX,3465 Little Anchor Place,Cypress,CA,90630,0,no
10220,Gerald,Mason,XXXXXXXXX,XXXXXXXXX,8187 Wishing Lagoon Abbey,Caguas,PR,725,0,no
10221,Mary,Smith,XXXXXXXXX,XXXXXXXXX,6312 Stony Anchor Promenade,New York,NY,10025,22,yes
10222,Mark,Reyes,XXXXXXXXX,XXXXXXXXX,1995 Burning Fox Mountain,Pompano Beach,FL,33068,0,no
10223,Mary,Wagner,XXXXXXXXX,XXXXXXXXX,1866 Velvet Forest Field,Caguas,PR,725,0,no
10224,Betty,Lawson,XXXXXXXXX,XXXXXXXXX,4545 Quaking Hickory Ledge,North Las Vegas,NV,89030,0,no
10225,Diane,English,XXXXXXXXX,XXXXXXXXX,5420 Crystal Crossing,Caguas,PR,725,0,no
10226,Mary,Smith,XXXXXXXXX,XXXXXXXXX,2591 Velvet Log Cape,Murfreesboro,TN,37130,0,no
10227,Mary,Henderson,XXXXXXXXX,XXXXXXXXX,4776 Pleasant Pioneer Cape,Caguas,PR,725,27,yes
10228,Mark,Rios,XXXXXXXXX,XXXXXXXXX,5603 Silver Beacon Cove,Bay Shore,NY,11706,23,yes
10229,Madison,Smith,XXXXXXXXX,XXXXXXXXX,2638 Blue Rise Hollow,Detroit,MI,48219,22,yes
10230,Mary,Perry,XXXXXXXXX,XXXXXXXXX,1131 Blue Isle,San Antonio,TX,78207,0,no
10231,Michael,Reeves,XXXXXXXXX,XXXXXXXXX,6395 Jagged Quail Grounds,Burnsville,MN,55337,36,yes
10232,Kenneth,Smith,XXXXXXXXX,XXXXXXXXX,4997 Silent Willow Route,Caguas,PR,725,0,no
10233,Mary,Bennett,XXXXXXXXX,XXXXXXXXX,6324 Golden Line,Far Rockaway,NY,11691,0,no
10234,William,Herrera,XXXXXXXXX,XXXXXXXXX,3980 High Line,Las Cruces,NM,88005,0,no
10235,Joseph,Singh,XXXXXXXXX,XXXXXXXXX,1223 Heather Horse Turnabout,Caguas,PR,725,0,no
10236,Christopher,Smith,XXXXXXXXX,XXXXXXXXX,1987 Silver Harbour,San Francisco,CA,94112,40,yes
10237,Margaret,Davis,XXXXXXXXX,XXXXXXXXX,8333 Stony Via,Medina,OH,44256,0,no
10238,Mary,Sheppard,XXXXXXXXX,XXXXXXXXX,8646 Middle Horse Mews,Henrico,VA,23233,0,no
10239,Doris,Smith,XXXXXXXXX,XXXXXXXXX,4316 Hidden Concession,Riverside,CA,92504,0,no
10240,Mary,Pitts,XXXXXXXXX,XXXXXXXXX,5953 Lost Plaza,Caguas,PR,725,0,no
10241,Patricia,Kidd,XXXXXXXXX,XXXXXXXXX,8057 Grand Log Village,Louisville,KY,40214,0,no
10242,Mary,Smith,XXXXXXXXX,XXXXXXXXX,2407 Gentle Woods,Caguas,PR,725,0,no
10243,Donna,Anderson,XXXXXXXXX,XXXXXXXXX,9489 Noble Harbour,Los Angeles,CA,90034,0,no
10244,Emily,Campbell,XXXXXXXXX,XXXXXXXXX,8498 High Quay,Caguas,PR,725,0,no
10245,Mary,Mclaughlin,XXXXXXXXX,XXXXXXXXX,8840 Harvest Towers,Dallas,TX,75217,0,no
10246,Barbara,Cameron,XXXXXXXXX,XXXXXXXXX,8110 Old Place,Bronx,NY,10473,37,yes
10247,Mary,Smith,XXXXXXXXX,XXXXXXXXX,450 Harvest Gate Lookout,Lilburn,GA,30047,0,no
10248,Charles,Davis,XXXXXXXXX,XXXXXXXXX,3762 Amber Estates,Newburgh,NY,12550,0,no
10249,Jennifer,Mendez,XXXXXXXXX,XXXXXXXXX,92 Sunny Bear Villas,Freehold,NJ,7728,23,yes
10250,Martha,Smith,XXXXXXXXX,XXXXXXXXX,6908 Indian Bluff Cape,Philadelphia,PA,19104,29,yes
10251,Mary,Nguyen,XXXXXXXXX,XXXXXXXXX,4852 Velvet Campus,Washington,DC,20002,0,no
10252,Carolyn,Weaver,XXXXXXXXX,XXXXXXXXX,8570 Stony Barn Heath,Honolulu,HI,96819,0,no
10253,Kyle,Smith,XXXXXXXXX,XXXXXXXXX,1023 Honey Grove,Caguas,PR,725,41,yes
10254,Mary,Austin,XXXXXXXXX,XXXXXXXXX,5182 Cotton Heath,Fremont,CA,94539,0,no
10255,Shirley,Smith,XXXXXXXXX,XXXXXXXXX,4590 Gentle River Wood,Caguas,PR,725,32,yes
10256,Mary,Little,XXXXXXXXX,XXXXXXXXX,8988 Shady Park,Dallas,TX,75217,0,no
10257,Michael,Smith,XXXXXXXXX,XXXXXXXXX,4498 Merry Oak Place,Tucson,AZ,85710,0,no
10258,Joyce,Gonzalez,XXXXXXXXX,XXXXXXXXX,9765 Merry Farms,Cleveland,OH,44130,0,no
10259,Mary,Valenzuela,XXXXXXXXX,XXXXXXXXX,789 Umber Butterfly Round,Virginia Beach,VA,23455,0,no
10260,Betty,Smith,XXXXXXXXX,XXXXXXXXX,5633 Harvest Turnabout,Caguas,PR,725,25,yes
10261,Bobby,Bell,XXXXXXXXX,XXXXXXXXX,4545 Middle Pine Chase,Jamaica,NY,11432,0,no
10262,Mary,Smith,XXXXXXXXX,XXXXXXXXX,5443 Hazy Pond Way,Caguas,PR,725,0,no
10263,Katherine,Bailey,XXXXXXXXX,XXXXXXXXX,3481 Wishing Port,Germantown,MD,20874,0,no
10264,Keith,Smith,XXXXXXXXX,XXXXXXXXX,6830 Red Pond Meadow,Caguas,PR,725,0,no
10265,Mary,Ramirez,XXXXXXXXX,XXXXXXXXX,7464 Sunny Grove,Wyoming,MI,49509,30,yes
10266,Scott,Randolph,XXXXXXXXX,XXXXXXXXX,3233 Quiet Timber Ridge,Cleveland,OH,44102,28,yes
10267,Mary,Smith,XXXXXXXXX,XXXXXXXXX,6072 Heather Landing,Caguas,PR,725,0,no
10268,Amy,Washington,XXXXXXXXX,XXXXXXXXX,8702 Umber Mountain Gate,Murfreesboro,TN,37130,48,yes
10269,Mary,Flowers,XXXXXXXXX,XXXXXXXXX,833 Honey Panda Acres,Caguas,PR,725,0,no
10270,Brenda,Smith,XXXXXXXXX,XXXXXXXXX,2428 Shady Panda Pathway,Hamilton,OH,45013,0,no
10271,Mary,Moore,XXXXXXXXX,XXXXXXXXX,6370 Easy Crest,Pawtucket,RI,2860,0,no
10272,Jonathan,Molina,XXXXXXXXX,XXXXXXXXX,3179 Hazy Pointe,Caguas,PR,725,28,yes
10273,Mary,Smith,XXXXXXXXX,XXXXXXXXX,6114 Sleepy Anchor Concession,Memphis,TN,38127,0,no
10274,Scott,Bray,XXXXXXXXX,XXXXXXXXX,1847 Quiet Leaf View,Caguas,PR,725,28,yes
10275,Kelly,Smith,XXXXXXXXX,XXXXXXXXX,2385 Grand Pine Gate,Forest Hills,NY,11375,0,no
10276,Mary,Gutierrez,XXXXXXXXX,XXXXXXXXX,1 Foggy Freeway,Rego Park,NY,11374,0,no
10277,Ann,Smith,XXXXXXXXX,XXXXXXXXX,8908 Golden Thicket,Caguas,PR,725,48,yes
10278,Mary,Farrell,XXXXXXXXX,XXXXXXXXX,3445 Burning Freeway,Los Angeles,CA,90011,25,yes
10279,David,Smith,XXXXXXXXX,XXXXXXXXX,4984 Dusty Log Parkway,Mission Viejo,CA,92691,0,no
10280,Nicholas,Knapp,XXXXXXXXX,XXXXXXXXX,1555 Crystal Rise Forest,Caguas,PR,725,0,no
10281,Lauren,Smith,XXXXXXXXX,XXXXXXXXX,2770 Hidden Villas,East Brunswick,NJ,8816,0,no
10282,Mary,Roberts,XXXXXXXXX,XXXXXXXXX,9700 Iron Island Autoroute,Caguas,PR,725,37,yes
10283,Brian,Myers,XXXXXXXXX,XXXXXXXXX,6715 Blue Run,Buffalo,NY,14215,28,yes
10284,Mary,Stafford,XXXXXXXXX,XXXXXXXXX,1040 Shady Horse Limits,Caguas,PR,725,0,no
10285,Jason,Smith,XXXXXXXXX,XXXXXXXXX,7945 Wishing Bear Drive,Ontario,CA,91764,24,yes
10286,Wayne,Curtis,XXXXXXXXX,XXXXXXXXX,7192 Lost Bank,Laredo,TX,78046,0,no
10287,Mary,Hensley,XXXXXXXXX,XXXXXXXXX,9623 Clear Landing,Caguas,PR,725,0,no
10288,Mark,Smith,XXXXXXXXX,XXXXXXXXX,6026 Stony Elk Hill,Oviedo,FL,32765,0,no
10289,Virginia,Ford,XXXXXXXXX,XXXXXXXXX,2223 Rocky Port,Caguas,PR,725,0,no
10290,Jacob,Hinton,XXXXXXXXX,XXXXXXXXX,4388 Burning Goose Ridge,Watsonville,CA,95076,34,yes
10291,Ann,Smith,XXXXXXXXX,XXXXXXXXX,9234 Lost Bay,Aurora,CO,80013,0,no
10292,Mary,Williams,XXXXXXXXX,XXXXXXXXX,6077 Clear Mountain Abbey,Caguas,PR,725,0,no
10293,Aaron,Jordan,XXXXXXXXX,XXXXXXXXX,197 Quaking Trail,Bronx,NY,10469,37,yes
10294,Mary,Smith,XXXXXXXXX,XXXXXXXXX,9447 Dusty Beacon Turnabout,Caguas,PR,725,18,yes
10295,Benjamin,Garcia,XXXXXXXXX,XXXXXXXXX,7364 Fallen Circle,Memphis,TN,38111,0,no
10296,Mary,Ramos,XXXXXXXXX,XXXXXXXXX,1 Bright Manor,Caguas,PR,725,0,no
10297,Karen,Smith,XXXXXXXXX,XXXXXXXXX,2127 Cotton Mountain Pointe,Henderson,NV,89014,0,no
10298,Albert,Thompson,XXXXXXXXX,XXXXXXXXX,9772 Silver River Parade,Bronx,NY,10452,0,no
10299,Mary,Blake,XXXXXXXXX,XXXXXXXXX,1087 Crystal Horse Beach,Mechanicsburg,PA,17055,0,no
10300,Daniel,Glover,XXXXXXXXX,XXXXXXXXX,2704 Misty Dale Row,Caguas,PR,725,0,no
10301,Jeremy,Smith,XXXXXXXXX,XXXXXXXXX,6997 Middle Acres,Edinburg,TX,78539,0,no
10302,Mary,Adams,XXXXXXXXX,XXXXXXXXX,2453 Old Panda Moor,Broken Arrow,OK,74012,0,no
10303,Shawn,Smith,XXXXXXXXX,XXXXXXXXX,5050 Rustic Log Cove,Caguas,PR,725,0,no
10304,Mary,Watson,XXXXXXXXX,XXXXXXXXX,9255 Thunder Butterfly Parkway,Chicago,IL,60647,0,no
10305,Catherine,Hudson,XXXXXXXXX,XXXXXXXXX,6077 Clear Mountain Abbey,Frankfort,KY,40601,0,no
10306,Mary,Smith,XXXXXXXXX,XXXXXXXXX,3440 Grand Road,Caguas,PR,725,0,no
10307,Bobby,Miller,XXXXXXXXX,XXXXXXXXX,6324 Jagged Orchard,Tustin,CA,92780,0,no
10308,Mary,Smith,XXXXXXXXX,XXXXXXXXX,1612 Golden Willow Crest,Caguas,PR,725,0,no
10309,Robert,Vasquez,XXXXXXXXX,XXXXXXXXX,7253 Old Crescent,Elmhurst,NY,11373,0,no
10310,Virginia,Le,XXXXXXXXX,XXXXXXXXX,7565 Clear Deer Port,Mcallen,TX,78501,0,no
10311,Joyce,Smith,XXXXXXXXX,XXXXXXXXX,8510 Harvest Lake Parade,Caguas,PR,725,38,yes
10312,Evelyn,Lowe,XXXXXXXXX,XXXXXXXXX,5470 Indian Fawn Common,El Paso,TX,79912,0,no
10313,Mary,Ball,XXXXXXXXX,XXXXXXXXX,1945 Iron Panda Circle,Saint Paul,MN,55112,0,no
10314,Andrew,Gates,XXXXXXXXX,XXXXXXXXX,6398 Silent Wagon  Common,Caguas,PR,725,0,no
10315,Mary,Smith,XXXXXXXXX,XXXXXXXXX,4074 Burning River Corners,Jackson Heights,NY,11372,0,no
10316,Martha,Phelps,XXXXXXXXX,XXXXXXXXX,6715 Blue Run,Saint Peters,MO,63376,28,yes
10317,Mary,Smith,XXXXXXXXX,XXXXXXXXX,2433 Misty Berry Close,Moreno Valley,CA,92553,29,yes
10318,Joan,Garcia,XXXXXXXXX,XXXXXXXXX,1663 Heather Treasure Place,Columbus,OH,43230,21,yes
10319,Mary,Johnston,XXXXXXXXX,XXXXXXXXX,5338 Cozy Expressway,Caguas,PR,725,32,yes
10320,David,Smith,XXXXXXXXX,XXXXXXXXX,1081 Heather Boulevard,Hialeah,FL,33015,0,no
10321,Shirley,Miller,XXXXXXXXX,XXXXXXXXX,7192 Jagged Loop,Caguas,PR,725,32,yes
10322,Mary,Harrison,XXXXXXXXX,XXXXXXXXX,5736 Heather Byway,North Las Vegas,NV,89030,0,no
10323,Eric,Jensen,XXXXXXXXX,XXXXXXXXX,9660 Dewy Leaf Freeway,Caguas,PR,725,0,no
10324,Mary,Smith,XXXXXXXXX,XXXXXXXXX,7570 Iron Fawn Square,Tallahassee,FL,32308,0,no
10325,Patricia,Duncan,XXXXXXXXX,XXXXXXXXX,902 Lazy Port,Caguas,PR,725,30,yes
10326,Joshua,Smith,XXXXXXXXX,XXXXXXXXX,9609 Broad Rabbit Common,Grand Prairie,TX,75052,35,yes
10327,Laura,Sparks,XXXXXXXXX,XXXXXXXXX,2330 Green Concession,Caguas,PR,725,33,yes
10328,Mary,Smith,XXXXXXXXX,XXXXXXXXX,5480 Clear Branch Round,Dallas,TX,75243,0,no
10329,Shawn,Forbes,XXXXXXXXX,XXXXXXXXX,2638 Amber Oak Grounds,Caguas,PR,725,0,no
10330,Mary,Smith,XXXXXXXXX,XXXXXXXXX,3410 Lazy Shadow Pathway,Hamilton,OH,45013,0,no
10331,Megan,Collier,XXXXXXXXX,XXXXXXXXX,9274 Foggy Edge,Caguas,PR,725,0,no
10332,Mary,Smith,XXXXXXXXX,XXXXXXXXX,786 Emerald Rise Place,Glenview,IL,60025,0,no
10333,Mary,Dennis,XXXXXXXXX,XXXXXXXXX,6570 Round Campus,Caguas,PR,725,0,no
10334,Gary,Smith,XXXXXXXXX,XXXXXXXXX,6887 Rustic Shadow Via,Findlay,OH,45840,0,no
10335,Heather,Santiago,XXXXXXXXX,XXXXXXXXX,3482 Indian Pony Towers,Caguas,PR,725,17,yes
10336,Mary,Glenn,XXXXXXXXX,XXXXXXXXX,1828 Velvet Edge,Philadelphia,PA,19134,0,no
10337,Edward,Smith,XXXXXXXXX,XXXXXXXXX,3155 Easy Hill,Caguas,PR,725,0,no
10338,Mary,Padilla,XXXXXXXXX,XXXXXXXXX,8830 Lost View Circle,Chicago,IL,60624,0,no
10339,Steven,Smith,XXXXXXXXX,XXXXXXXXX,4841 Rocky Butterfly Forest,Carol Stream,IL,60188,0,no
10340,Nicholas,Stevens,XXXXXXXXX,XXXXXXXXX,1744 Little Mews,Caguas,PR,725,0,no
10341,Mary,Carrillo,XXXXXXXXX,XXXXXXXXX,7358 Wishing Edge,Long Beach,CA,90805,0,no
10342,William,Olsen,XXXXXXXXX,XXXXXXXXX,1912 Umber Pond Circuit,Ontario,CA,91762,34,yes
10343,Melissa,Humphrey,XXXXXXXXX,XXXXXXXXX,1507 Indian Autumn Jetty,Caguas,PR,725,21,yes
10344,Mary,Smith,XXXXXXXXX,XXXXXXXXX,2839 Grand Timber Canyon,Juana Diaz,PR,795,37,yes
10345,Elizabeth,Mcpherson,XXXXXXXXX,XXXXXXXXX,4019 Heather Lagoon Mews,Richmond,TX,77469,0,no
10346,Shawn,Smith,XXXXXXXXX,XXXXXXXXX,4896 Silver By-pass,Caguas,PR,725,33,yes
10347,Mary,Kelly,XXXXXXXXX,XXXXXXXXX,6191 Old Drive,Hollywood,FL,33025,0,no
10348,Alice,Barnes,XXXXXXXXX,XXXXXXXXX,8010 Velvet Townline,Caguas,PR,725,41,yes
10349,Mary,Colon,XXXXXXXXX,XXXXXXXXX,9260 Honey Cider Glen,Riverside,CA,92509,0,no
10350,James,Smith,XXXXXXXXX,XXXXXXXXX,7253 Old Crescent,Freeport,NY,11520,0,no
10351,Teresa,Gray,XXXXXXXXX,XXXXXXXXX,8021 Misty Plaza,Caguas,PR,725,38,yes
10352,Mary,Smith,XXXXXXXXX,XXXXXXXXX,6714 Lazy Manor,Miami,FL,33142,0,no
10353,Harold,Taylor,XXXXXXXXX,XXXXXXXXX,851 Green Cider Concession,Caguas,PR,725,0,no
10354,Mary,Patel,XXXXXXXXX,XXXXXXXXX,7592 Bright Ledge,Tucson,AZ,85705,0,no
10355,Dennis,Smith,XXXXXXXXX,XXXXXXXXX,7668 Fallen Orchard,Saint Paul,MN,55104,0,no
10356,Mary,Ho,XXXXXXXXX,XXXXXXXXX,7957 Merry Common,Caguas,PR,725,0,no
10357,Elizabeth,Smith,XXXXXXXXX,XXXXXXXXX,4569 Indian Walk,Milwaukee,WI,53215,23,yes
10358,Larry,Alvarez,XXXXXXXXX,XXXXXXXXX,1356 Pleasant Hickory Lane,Caguas,PR,725,39,yes
10359,Sean,Castro,XXXXXXXXX,XXXXXXXXX,6595 Old Private,Birmingham,AL,35215,29,yes
10360,Mary,Carlson,XXXXXXXXX,XXXXXXXXX,4555 Umber Zephyr Inlet,Caguas,PR,725,0,no
10361,Barbara,Smith,XXXXXXXXX,XXXXXXXXX,4388 Shady Timber Valley,Corona,CA,92882,0,no
10362,Mary,Graves,XXXXXXXXX,XXXXXXXXX,473 High Plaza,Caguas,PR,725,36,yes
10363,Charles,Zimmerman,XXXXXXXXX,XXXXXXXXX,6797 Quiet Mountain Rise,Riverside,CA,92509,0,no
10364,Mary,Simon,XXXXXXXXX,XXXXXXXXX,7982 Quiet Lagoon Parkway,Los Angeles,CA,90046,0,no
10365,Amy,Smith,XXXXXXXXX,XXXXXXXXX,3137 Old Cider Gardens,Winnetka,CA,91306,0,no
10366,Samantha,Landry,XXXXXXXXX,XXXXXXXXX,5961 Clear Willow Farms,Caguas,PR,725,0,no
10367,Mary,Smith,XXXXXXXXX,XXXXXXXXX,3612 Silver Autumn Extension,Fort Lauderdale,FL,33324,0,no
10368,Matthew,Key,XXXXXXXXX,XXXXXXXXX,3709 Green Cider Court,Caguas,PR,725,0,no
